CAMPANA,CODIGO_DEL_PRODUCTO,CANTIDADES_ESTIMADAS
201906,P02822,13549
201906,P02823,8150
201906,P02824,1684
201906,P02825,3885
201906,P02826,2096
201906,P02827,4380
201906,P02828,4863
201906,P02829,16449
201906,P02830,7383
201906,P02831,1587
201906,P02832,1352
201906,P02833,61
201906,P02834,2822
201906,P02835,24385
201906,P02836,6502
201906,P02837,1807
201906,P02838,4229
201906,P02839,17567
201906,P02840,5769
201906,P02841,9573
201906,P02842,2604
201906,P02843,23052
201906,P02844,2115
201906,P02845,11712
201906,P02846,178
201906,P02847,4940
201906,P02848,2508
201906,P02849,7871
201906,P02850,2457
201906,P02851,548
201906,P02852,1303
201906,P02853,6970
201906,P02854,4229
201906,P02855,5241
201906,P02856,10454
201906,P02857,1729
201906,P02858,2589
201906,P02859,23651
201906,P02860,4334
201906,P02861,5383
201906,P02862,3983
201906,P02863,5227
201906,P02864,11698
201906,P02865,6477
201906,P02866,4013
201906,P02867,2346
201906,P02868,14286
201906,P02869,2342
201906,P02870,19206
201906,P02871,5641
201906,P02872,5822
201906,P02873,4717
201906,P02874,10891
201906,P02875,1581
201906,P02876,823
201906,P02877,3384
201906,P02878,4421
201906,P02879,9040
201906,P02880,3972
201906,P02881,3149
201906,P02882,3762
201906,P02883,13741
201906,P02884,2275
201906,P02885,2910
201906,P02886,8732
201906,P02887,5685
201906,P02888,2507
201906,P02889,3410
201906,P02890,4553
201906,P02891,4628
201906,P02892,3019
201906,P02893,4646
201906,P02894,5536
201906,P02895,3208
201906,P02896,8633
201906,P02897,996
201906,P02898,5595
201906,P02899,9800
201906,P02900,15231
201906,P02901,3509
201906,P02902,1160
201906,P02903,11528
201906,P02904,26
201906,P02905,1648
201906,P02906,1747
201906,P02907,1999
201906,P02908,2468
201906,P02909,6035
201906,P02910,1655
201906,P02911,9855
201906,P02912,2836
201906,P02913,1991
201906,P02914,10478
201906,P02915,2060
201906,P02916,1254
201906,P02917,2433
201906,P02918,6386
201906,P02919,8933
201906,P02920,5183
201906,P02921,625
201906,P02922,8900
201906,P02923,4101
201906,P02924,2367
201906,P02925,4039
201906,P02926,585
201906,P02927,6386
201906,P02928,3402
201906,P02929,4646
201906,P02930,2209
201906,P02931,861
201906,P02932,6630
201906,P02933,13943
201906,P02934,2635
201906,P02935,9723
201906,P02936,12659
201906,P02937,7052
201906,P02938,7772
201906,P02939,4318
201906,P02940,5211
201906,P02941,3985
201906,P02942,19066
201907,P02943,1747
201907,P02944,10394
201907,P02945,652
201907,P02946,7980
201907,P02947,3013
201907,P02948,6560
201907,P02949,1985
201907,P02950,2626
201907,P02951,1873
201907,P02952,8990
201907,P02953,17268
201907,P02954,8947
201907,P02955,4711
201907,P02956,3578
201907,P02957,2771
201907,P02958,11754
201907,P02959,5511
201907,P02960,7879
201907,P02961,1655
201907,P02962,11507
201907,P02963,12333
201907,P02964,2556
201907,P02965,2832
201907,P02966,4142
201907,P02967,16624
201907,P02968,15133
201907,P02969,2159
201907,P02970,3282
201907,P02971,4907
201907,P02972,9950
201907,P02973,2958
201907,P02974,1170
201907,P02975,2613
201907,P02976,1777
201907,P02977,8682
201907,P02978,433
201907,P02979,4001
201907,P02980,1070
201907,P02981,14038
201907,P02982,2292
201907,P02983,4044
201907,P02984,13722
201907,P02985,11177
201907,P02986,14556
201907,P02987,452
201907,P02988,7160
201907,P02989,6129
201907,P02990,2286
201907,P02991,5406
201907,P02992,4682
201907,P02993,3189
201907,P02994,2552
201907,P02995,3316
201907,P02996,5782
201907,P02997,20629
201907,P02998,966
201907,P02999,2276
201907,P03000,2089
201907,P03001,16358
201907,P03002,2667
201907,P03003,14127
201907,P03004,13737
201907,P03005,4191
201907,P03006,47
201907,P03007,6523
201907,P03008,1513
201907,P03009,1360
201907,P03010,1791
201907,P03011,5768
201907,P03012,2397
201907,P03013,5997
201907,P03014,8430
201907,P03015,2441
201907,P03016,49
201907,P03017,1672
201907,P03018,2542
201907,P03019,24
201907,P03020,1294
201907,P03021,1443
201907,P03022,4909
201907,P03023,6506
201907,P03024,8307
201907,P03025,2938
201907,P03026,5247
201907,P03027,3133
201907,P03028,15164
201907,P03029,3262
201907,P03030,17136
201907,P03031,1943
201907,P03032,10126
201907,P03033,2633
201907,P03034,2367
201907,P03035,10625
201907,P03036,3243
201907,P03037,575
201907,P03038,11436
201907,P03039,20728
201907,P03040,4131
201907,P03041,5932
201907,P03042,21720
201907,P03043,13820
201907,P03044,5479
201907,P03045,4338
201907,P03046,2909
201907,P03047,7474
201907,P03048,4917
201907,P03049,6811
201907,P03050,9348
201907,P03051,5418
201907,P03052,5365
201907,P03053,5473
201907,P03054,14850
201907,P03055,1288
201907,P03056,1230
201907,P03057,6349
201907,P03058,8519
201907,P03059,25
201907,P03060,2079
201907,P03061,6885
201907,P03062,6654
201907,P03063,3292
201907,P03064,6387
201907,P03065,16298
201907,P03066,411
201907,P03067,8397
201907,P03068,10038
201907,P03069,14803
201907,P03070,13220
201907,P03071,2078
201907,P03072,1328
201907,P03073,8298
201907,P03074,5360
201907,P03075,5918
201907,P03076,27670
201907,P03077,18192
201907,P03078,4174
201907,P03079,9322
201907,P03080,2146
201907,P03081,19840
201907,P03082,4200
201907,P03083,5118
201907,P03084,6077
201907,P03085,6721
201907,P03086,536
201907,P03087,25060
201907,P03088,7135
201907,P03089,2805
201907,P03090,25462
201907,P03091,44333
201907,P03092,27575
201907,P03093,1874
201907,P03094,11659
201907,P03095,1920
201907,P03096,1774
201907,P03097,3948
201907,P03098,7217
201907,P03099,4874
201907,P03100,771
201907,P03101,4567
201907,P03102,3531
201907,P03103,7618
201907,P03104,10241
201907,P03105,2395
201907,P03106,9708
201907,P03107,8799
201907,P03108,33
201907,P03109,11035
201907,P03110,2007
201907,P03111,1179
201907,P03112,659
201907,P03113,8281
201907,P03114,3028
201907,P03115,9306
201907,P03116,1590
201907,P03117,15517
201907,P03118,4447
201907,P03119,22033
201907,P03120,3786
201907,P03121,3417
201907,P03122,19119
201907,P03123,1103
201907,P03124,4630
201907,P03125,680
201907,P03126,2863
201907,P03127,3301
201907,P03128,18879
201907,P03129,2525
201907,P03130,1458
201907,P03131,583
201907,P03132,21736
201907,P03133,21732
201907,P03134,3779
201907,P03135,6083
201907,P03136,9714
201907,P03137,3700
201907,P03138,1002
201907,P03139,2610
201907,P03140,1301
201907,P03141,2614
201907,P03142,4386
201907,P03143,2051
201907,P03144,1503
201907,P03145,1056
201907,P03146,6294
201907,P03147,5017
201907,P03148,3771
201907,P03149,9149
201907,P03150,905
201907,P03151,2235
201907,P03152,1998
201907,P03153,3230
201907,P03154,2302
201907,P03155,2137
201907,P03156,7535
201907,P03157,2384
201907,P03158,3531
201907,P03159,1708
201907,P03160,26502
201907,P03161,4618
201907,P03162,6483
201907,P03163,5572
201907,P03164,488
201907,P03165,355
201907,P03166,2221
201907,P03167,376
201907,P03168,7040
201907,P03169,2187
201907,P03170,4088
201907,P03171,670
201907,P03172,4480
201907,P03173,539
201907,P03174,2121
201907,P03175,16706
201907,P03176,12004
201907,P03177,22437
201907,P03178,3067
201907,P03179,12856
201907,P03180,6457
201907,P03181,604
201907,P03182,2581
201907,P03183,20844
201907,P03184,1445
201907,P03185,4472
201907,P03186,3278
201907,P03187,23
201907,P03188,2320
201907,P03189,4036
201907,P03190,5694
201907,P03191,5280
201907,P03192,2351
201907,P03193,2652
201907,P03194,3030
201907,P03195,1883
201907,P03196,699
201907,P03197,1062
201907,P03198,4223
201907,P03199,3766
201907,P03200,4167
201907,P03201,13062
201907,P03202,5357
201907,P03203,4214
201907,P03204,24466
201907,P03205,10890
201907,P03206,7001
201907,P03207,7684
201907,P03208,1398
201907,P03209,630
201907,P03210,5600
201907,P03211,8966
201907,P03212,429
201907,P03213,10491
201907,P03214,5574
201907,P03215,4327
201907,P03216,1510
201907,P03217,21920
201907,P03218,1676
201907,P03219,1778
201907,P03220,4375
201907,P03221,1003
201907,P03222,5393
201907,P03223,5891
201907,P03224,10193
201907,P03225,2148
201907,P03226,88
201907,P03227,6126
201907,P03228,1360
201907,P03229,10828
201907,P03230,7194
201907,P03231,1442
201907,P03232,1172
201907,P03233,3876
201907,P03234,5034
201907,P03235,9550
201907,P03236,7269
201907,P03237,7467
201907,P03238,3840
201907,P03239,3620
201907,P03240,4607
201907,P03241,2998
201907,P03242,9744
201907,P03243,10205
201907,P03244,5426
201907,P03245,12558
201907,P03246,195
201907,P03247,12241
201907,P03248,3677
201907,P03249,17643
201907,P03250,2148
201907,P03251,8102
201907,P03252,11581
201907,P03253,1849
201907,P03254,1543
201907,P03255,3600
201907,P03256,14694
201907,P03257,10751
201907,P03258,1127
201907,P03259,8574
201907,P03260,3425
201907,P03261,4642
201907,P03262,2057
201907,P03263,29730
201907,P03264,6127
201907,P03265,3260
201907,P03266,9488
201907,P03267,6658
201907,P03268,1615
201907,P03269,4909
201907,P03270,10776
201907,P03271,5073
201907,P03272,4941
201907,P03273,13828
201907,P03274,1922
201907,P03275,10445
201907,P03276,1945
201907,P03277,2171
201907,P03278,2648
201907,P03279,5845
201907,P03280,5110
201907,P03281,361
201907,P03282,3091
201907,P03283,11491
201907,P03284,625
201907,P03285,5975
201907,P03286,3973
201907,P03287,6807
201907,P03288,7958
201907,P03289,1539
201907,P03290,5611
201907,P03291,7087
201907,P03292,4926
201907,P03293,11942
201907,P03294,863
201907,P03295,5358
201907,P03296,3932
201907,P03297,9601
201907,P03298,2348
201907,P03299,1476
201907,P03300,1042
201907,P03301,17567
201907,P03302,6108
201907,P03303,20229
201907,P03304,5939
201907,P03305,1804
201907,P03306,3675
201907,P03307,2710
201907,P03308,12913
201907,P03309,1015
201907,P03310,5403
201907,P03311,8349
201907,P03312,17998
201907,P03313,18023
201907,P03314,5974
201907,P03315,12749
201907,P03316,13953
201907,P03317,10011
201907,P03318,128
201907,P03319,2835
201907,P03320,5129
201907,P03321,22042
201907,P03322,1508
201907,P03323,2130
201907,P03324,4508
201907,P03325,3143
201907,P03326,1347
201907,P03327,2958
201907,P03328,12057
201907,P03329,3540
201907,P03330,7816
201907,P03331,680
201907,P03332,7366
201907,P03333,2620
201907,P03334,15973
201907,P03335,3086
201907,P03336,10151
201907,P03337,1811
201907,P03338,3840
201907,P03339,4773
201907,P03340,1247
201907,P03341,10610
201907,P03342,3878
201907,P03343,7845
201907,P03344,8173
201907,P03345,840
201907,P03346,3605
201907,P03347,11054
201907,P03348,11562
201907,P03349,3209
201907,P03350,2832
201907,P03351,8274
201907,P03352,462
201907,P03353,3203
201907,P03354,31
201907,P03355,3574
201907,P03356,2096
201907,P03357,17393
201907,P03358,879
201907,P03359,28411
201907,P03360,8865
201907,P03361,4651
201907,P03362,5899
201907,P03363,3369
201907,P03364,4442
201907,P03365,1101
201907,P03366,3780
201907,P03367,12846
201907,P03368,3898
201907,P03369,9383
201907,P03370,1066
201907,P03371,16479
201907,P03372,9304
201907,P03373,5547
201907,P03374,2747
201907,P03375,3483
201907,P03376,887
201907,P03377,766
201907,P03378,1166
201907,P03379,8115
201907,P03380,540
201907,P03381,2228
201907,P03382,3772
201907,P03383,4822
201907,P03384,3155
201907,P03385,1413
201907,P03386,3362
201907,P03387,2850
201907,P03388,1590
201907,P03389,6727
201907,P03390,3604
201907,P03391,3048
201907,P03392,4672
201907,P03393,475
201907,P03394,9840
201907,P03395,5460
201907,P03396,3151
201907,P03397,1394
201907,P03398,2127
201907,P03399,8633
201907,P03400,2176
201907,P03401,5123
201907,P03402,1905
201907,P03403,3253
201907,P03404,3207
201907,P03405,7901
201907,P03406,2871
201907,P03407,15286
201907,P03408,3547
201907,P03409,5199
201907,P03410,1252
201907,P03411,5992
201907,P03412,631
201907,P03413,2295
201907,P03414,5023
201907,P03415,11850
201907,P03416,2239
201907,P03417,3044
201907,P03418,3289
201907,P03419,5648
201907,P03420,7817
201907,P03421,6315
201907,P03422,5144
201907,P03423,6713
201907,P03424,2205
201907,P03425,6230
201907,P03426,1238
201907,P03427,1988
201907,P03428,843
201907,P03429,5791
201907,P03430,4647
201907,P03431,17671
201907,P03432,460
201907,P03433,11095
201907,P03434,8449
201907,P03435,4541
201907,P03436,2959
201907,P03437,4289
201908,P03438,1156
201908,P03439,7537
201908,P03440,1353
201908,P03441,10330
201908,P03442,10063
201908,P03443,3965
201908,P03444,1920
201908,P03445,6386
201908,P03446,3429
201908,P03447,3467
201908,P03448,2348
201908,P03449,13353
201908,P03450,2203
201908,P03451,6611
201908,P03452,13375
201908,P03453,6438
201908,P03454,9889
201908,P03455,1164
201908,P03456,9621
201908,P03457,3311
201908,P03458,12691
201908,P03459,5644
201908,P03460,1339
201908,P03461,799
201908,P03462,1822
201908,P03463,8292
201908,P03464,5317
201908,P03465,1339
201908,P03466,11595
201908,P03467,3812
201908,P03468,12706
201908,P03469,5153
201908,P03470,31469
201908,P03471,6554
201908,P03472,2169
201908,P03473,4132
201908,P03474,2553
201908,P03475,8881
201908,P03476,4091
201908,P03477,539
201908,P03478,5810
201908,P03479,2931
201908,P03480,784
201908,P03481,4629
201908,P03482,4556
201908,P03483,6713
201908,P03484,12623
201908,P03485,30
201908,P03486,3022
201908,P03487,9737
201908,P03488,5738
201908,P03489,3983
201908,P03490,4199
201908,P03491,276
201908,P03492,9443
201908,P03493,1522
201908,P03494,4112
201908,P03495,14
201908,P03496,9836
201908,P03497,13674
201908,P03498,2436
201908,P03499,11518
201908,P03500,2424
201908,P03501,1732
201908,P03502,14796
201908,P03503,9247
201908,P03504,5290
201908,P03505,3140
201908,P03506,8178
201908,P03507,4947
201908,P03508,1511
201908,P03509,5247
201908,P03510,6924
201908,P03511,20727
201908,P03512,6108
201908,P03513,3418
201908,P03514,543
201908,P03515,7401
201908,P03516,1447
201908,P03517,1000
201908,P03518,7017
201908,P03519,7837
201908,P03520,1415
201908,P03521,5690
201908,P03522,905
201908,P03523,9332
201908,P03524,2462
201908,P03525,7839
201908,P03526,9308
201908,P03527,9777
201908,P03528,1653
201908,P03529,3511
201908,P03530,6947
201908,P03531,1308
201908,P03532,5507
201908,P03533,3060
201908,P03534,6067
201908,P03535,8628
201908,P03536,11775
201908,P03537,2162
201908,P03538,1143
201908,P03539,5113
201908,P03540,10906
201908,P03541,4257
201908,P03542,742
201908,P03543,2632
201908,P03544,3302
201908,P03545,1079
201908,P03546,4572
201908,P03547,15466
201908,P03548,2905
201908,P03549,8478
201908,P03550,3238
201908,P03551,3205
201908,P03552,13652
201908,P03553,3862
201908,P03554,2818
201908,P03555,1852
201908,P03556,5374
201908,P03557,2629
201908,P03558,2781
201908,P03559,6915
201908,P03560,10093
201908,P03561,3911
201908,P03562,7192
201908,P03563,4465
201908,P03564,2264
201908,P03565,2869
201908,P03566,9906
201908,P03567,2393
201908,P03568,3186
201908,P03569,3683
201908,P03570,10280
201908,P03571,9469
201908,P03572,4434
201908,P03573,19196
201908,P03574,1554
201908,P03575,15689
201908,P03576,1644
201908,P03577,11264
201908,P03578,342
201908,P03579,6120
201908,P03580,3482
201908,P03581,2917
201908,P03582,1471
201908,P03583,15313
201908,P03584,4330
201908,P03585,7035
201908,P03586,18856
201908,P03587,4062
201908,P03588,9144
201908,P03589,1964
201908,P03590,2020
201908,P03591,6561
201908,P03592,7974
201908,P03593,5137
201908,P03594,6693
201908,P03595,4140
201908,P03596,8594
201908,P03597,8677
201908,P03598,4129
201908,P03599,3863
201908,P03600,4020
201908,P03601,1335
201908,P03602,2762
201908,P03603,1808
201908,P03604,1547
201908,P03605,8423
201908,P03606,659
201908,P03607,3630
201908,P03608,2087
201908,P03609,2873
201908,P03610,5201
201908,P03611,3994
201908,P03612,3902
201908,P03613,5687
201908,P03614,997
201908,P03615,20914
201908,P03616,1915
201908,P03617,6442
201908,P03618,3905
201908,P03619,2071
201908,P03620,7858
201908,P03621,2939
201908,P03622,1716
201908,P03623,9068
201908,P03624,8722
201908,P03625,14371
201908,P03626,4417
201908,P03627,14104
201908,P03628,2046
201908,P03629,1804
201908,P03630,2010
201908,P03631,4005
201908,P03632,5423
201908,P03633,5798
201908,P03634,6993
201908,P03635,1597
201908,P03636,781
201908,P03637,10256
201908,P03638,6278
201908,P03639,1680
201908,P03640,4521
201908,P03641,690
201908,P03642,290
201908,P03643,6721
201908,P03644,2289
201908,P03645,10237
201908,P03646,6223
201908,P03647,2628
201908,P03648,2141
201908,P03649,356
201908,P03650,1740
201908,P03651,2588
201908,P03652,4961
201908,P03653,9255
201908,P03654,1639
201908,P03655,2213
201908,P03656,3407
201908,P03657,3543
201908,P03658,4401
201908,P03659,8066
201908,P03660,1988
201908,P03661,158
201908,P03662,6006
201908,P03663,1012
201908,P03664,3227
201908,P03665,72
201908,P03666,7521
201908,P03667,643
201908,P03668,3377
201908,P03669,4131
201908,P03670,5525
201908,P03671,5610
201908,P03672,7125
201908,P03673,1510
201908,P03674,6293
201908,P03675,7797
201908,P03676,1579
201908,P03677,2409
201908,P03678,2510
201908,P03679,12059
201908,P03680,27882
201908,P03681,2431
201908,P03682,1401
201908,P03683,57
201908,P03684,10521
201908,P03685,2171
201908,P03686,30519
201908,P03687,7625
201908,P03688,4397
201908,P03689,5770
201908,P03690,9654
201908,P03691,15050
201908,P03692,1091
201908,P03693,1972
201908,P03694,14044
201908,P03695,3086
201908,P03696,9062
201908,P03697,1011
201908,P03698,1384
201908,P03699,894
201908,P03700,9671
201908,P03701,3086
201908,P03702,4420
201908,P03703,857
201908,P03704,2896
201908,P03705,2208
201908,P03706,14501
201908,P03707,4031
201908,P03708,3745
201908,P03709,4470
201908,P03710,2396
201908,P03711,4163
201908,P03712,3390
201908,P03713,3813
201908,P03714,2952
201908,P03715,61
201908,P03716,6368
201908,P03717,958
201908,P03718,7907
201908,P03719,10674
201908,P03720,1496
201908,P03721,3457
201908,P03722,6169
201908,P03723,5788
201908,P03724,4018
201908,P03725,12701
201908,P03726,1259
201908,P03727,1074
201908,P03728,12167
201908,P03729,4112
201908,P03730,7613
201908,P03731,3622
201908,P03732,134
201908,P03733,2773
201908,P03734,2413
201908,P03735,3023
201908,P03736,5290
201908,P03737,7240
201908,P03738,8729
201908,P03739,605
201908,P03740,16506
201908,P03741,2629
201908,P03742,551
201908,P03743,345
201908,P03744,11219
201908,P03745,4770
201908,P03746,2009
201908,P03747,3385
201908,P03748,5179
201908,P03749,16543
201908,P03750,3653
201908,P03751,9837
201908,P03752,4323
201908,P03753,12123
201908,P03754,27257
201908,P03755,3207
201908,P03756,4850
201908,P03757,940
201908,P03758,3597
201908,P03759,5319
201908,P03760,1769
201908,P03761,834
201908,P03762,6583
201908,P03763,1519
201908,P03764,8471
201908,P03765,2149
201908,P03766,3342
201908,P03767,8683
201908,P03768,3040
201908,P03769,361
201908,P03770,5525
201908,P03771,26463
201908,P03772,5486
201908,P03773,5506
201908,P03774,2695
201908,P03775,474
201908,P03776,21205
201908,P03777,1490
201908,P03778,2376
201908,P03779,13451
201908,P03780,5299
201908,P03781,2932
201908,P03782,8314
201908,P03783,4466
201908,P03784,41
201908,P03785,7669
201908,P03786,6151
201908,P03787,5622
201908,P03788,2785
201908,P03789,9368
201908,P03790,1228
201908,P03791,3418
201908,P03792,1282
201908,P03793,6282
201908,P03794,2139
201908,P03795,783
201908,P03796,36
201908,P03797,3501
201908,P03798,4852
201908,P03799,14691
201908,P03800,3288
201908,P03801,374
201908,P03802,3156
201908,P03803,767
201908,P03804,6547
201908,P03805,35
201908,P03806,2471
201908,P03807,7817
201908,P03808,1927
201908,P03809,584
201908,P03810,4587
201908,P03811,1124
201908,P03812,1214
201908,P03813,11392
201908,P03814,2524
201908,P03815,9557
201908,P03816,1242
201908,P03817,4810
201908,P03818,4612
201908,P03819,1452
201908,P03820,6150
201908,P03821,9257
201908,P03822,11577
201908,P03823,4025
201908,P03824,3562
201908,P03825,803
201908,P03826,5448
201908,P03827,32187
201908,P03828,293
201908,P03829,4834
201908,P03830,4916
201908,P03831,2344
201908,P03832,1913
201908,P03833,1531
201908,P03834,5138
201908,P03835,5220
201908,P03836,1920
201908,P03837,1277
201908,P03838,3753
201908,P03839,1109
201908,P03840,4887
201908,P03841,4179
201908,P03842,3688
201908,P03843,13559
201908,P03844,5088
201908,P03845,2742
201908,P03846,5139
201908,P03847,3094
201908,P03848,2010
201908,P03849,3248
201908,P03850,2601
201908,P03851,597
201908,P03852,1967
201908,P03853,18838
201908,P03854,2782
201908,P03855,2358
201908,P03856,4189
201908,P03857,12532
201908,P03858,3009
201908,P03859,4331
201908,P03860,3834
201908,P03861,2407
201908,P03862,732
201908,P03863,7686
201908,P03864,1067
201908,P03865,6182
201908,P03866,9666
201908,P03867,10150
201908,P03868,3531
201908,P03869,552
201908,P03870,960
201908,P03871,1958
201908,P03872,8820
201908,P03873,2277
201908,P03874,6398
201908,P03875,3463
201908,P03876,3870
201908,P03877,5316
201908,P03878,749
201908,P03879,5407
201908,P03880,3673
201908,P03881,3958
201908,P03882,3912
201908,P03883,17355
201908,P03884,4020
201908,P03885,1573
201908,P03886,2771
201908,P03887,2735
201908,P03888,2003
201908,P03889,568
201908,P03890,131
201908,P03891,6935
201908,P03892,1244
201908,P03893,2351
201908,P03894,8965
201908,P03895,1406
201908,P03896,4449
201908,P03897,6210
201908,P03898,7350
201908,P03899,3658
201908,P03900,2906
201908,P03901,4395
201908,P03902,8939
201908,P03903,4400
201908,P03904,1459
201908,P03905,1835
201908,P03906,983
201908,P03907,1568
201908,P03908,1399
201908,P03909,2004
201908,P03910,4761
201908,P03911,67
201908,P03912,2796
201908,P03913,6032
201908,P03914,5085
201908,P03915,10340
201908,P03916,3272
201908,P03917,1227
201908,P03918,7603
201908,P03919,8001
201908,P03920,7162
201908,P03921,3125
201908,P03922,3582
201908,P03923,7772
201908,P03924,3068
201908,P03925,3220
201908,P03926,8072
201908,P03927,2015
201908,P03928,1728
201908,P03929,3903
201908,P03930,2202
201908,P03931,2844
201909,P03932,2676
201909,P03933,566
201909,P03934,1842
201909,P03935,14927
201909,P03936,1398
201909,P03937,33636
201909,P03938,2151
201909,P03939,1064
201909,P03940,4365
201909,P03941,4887
201909,P03942,7670
201909,P03943,3886
201909,P03944,554
201909,P03945,2904
201909,P03946,2083
201909,P03947,1757
201909,P03948,1647
201909,P03949,3283
201909,P03950,1115
201909,P03951,1089
201909,P03952,3840
201909,P03953,1055
201909,P03954,13472
201909,P03955,1662
201909,P03956,566
201909,P03957,1690
201909,P03958,2253
201909,P03959,877
201909,P03960,14359
201909,P03961,2295
201909,P03962,4504
201909,P03963,1439
201909,P03964,3386
201909,P03965,18331
201909,P03966,6639
201909,P03967,2072
201909,P03968,1387
201909,P03969,1225
201909,P03970,1071
201909,P03971,1373
201909,P03972,2000
201909,P03973,2873
201909,P03974,5376
201909,P03975,123
201909,P03976,1975
201909,P03977,4249
201909,P03978,3207
201909,P03979,3458
201909,P03980,3346
201909,P03981,1600
201909,P03982,1899
201909,P03983,3229
201909,P03984,5906
201909,P03985,4481
201909,P03986,16071
201909,P03987,1755
201909,P03988,5969
201909,P03989,2277
201909,P03990,2208
201909,P03991,13042
201909,P03992,919
201909,P03993,41
201909,P03994,12164
201909,P03995,4215
201909,P03996,6267
201909,P03997,13540
201909,P03998,3943
201909,P03999,4685
201909,P04000,2922
201909,P04001,8630
201909,P04002,246
201909,P04003,8056
201909,P04004,2822
201909,P04005,1829
201909,P04006,14449
201909,P04007,4191
201909,P04008,2676
201909,P04009,24474
201909,P04010,3160
201909,P04011,13862
201909,P04012,6716
201909,P04013,10045
201909,P04014,15239
201909,P04015,2646
201909,P04016,1692
201909,P04017,1690
201909,P04018,2694
201909,P04019,2944
201909,P04020,2600
201909,P04021,2920
201909,P04022,3593
201909,P04023,1748
201909,P04024,3315
201909,P04025,4820
201909,P04026,35
201909,P04027,3182
201909,P04028,7189
201909,P04029,1452
201909,P04030,3986
201909,P04031,1693
201909,P04032,1706
201909,P04033,10771
201909,P04034,4107
201909,P04035,1621
201909,P04036,10960
201909,P04037,1653
201909,P04038,1552
201909,P04039,1908
201909,P04040,13395
201909,P04041,3735
201909,P04042,23835
201909,P04043,5668
201909,P04044,2819
201909,P04045,986
201909,P04046,2359
201909,P04047,1002
201909,P04048,85
201909,P04049,5632
201909,P04050,739
201909,P04051,2362
201909,P04052,554
201909,P04053,2356
201909,P04054,8721
201909,P04055,5364
201909,P04056,771
201909,P04057,1190
201909,P04058,2106
201909,P04059,6289
201909,P04060,5415
201909,P04061,2666
201909,P04062,3446
201909,P04063,11254
201909,P04064,837
201909,P04065,2558
201909,P04066,7817
201909,P04067,2804
201909,P04068,6092
201909,P04069,8682
201909,P04070,493
201909,P04071,9827
201909,P04072,6963
201909,P04073,925
201909,P04074,20582
201909,P04075,14716
201909,P04076,2467
201909,P04077,4350
201909,P04078,2734
201909,P04079,5274
201909,P04080,10375
201909,P04081,7289
201909,P04082,4795
201909,P04083,4772
201909,P04084,14915
201909,P04085,2632
201909,P04086,10287
201909,P04087,1652
201909,P04088,2659
201909,P04089,11706
201909,P04090,7114
201909,P04091,6667
201909,P04092,7005
201909,P04093,21370
201909,P04094,2449
201909,P04095,3935
201909,P04096,1704
201909,P04097,1672
201909,P04098,631
201909,P04099,4895
201909,P04100,12696
201909,P04101,1053
201909,P04102,4345
201909,P04103,3182
201909,P04104,15919
201909,P04105,19640
201909,P04106,2264
201909,P04107,900
201909,P04108,22280
201909,P04109,3453
201909,P04110,1514
201909,P04111,1979
201909,P04112,9148
201909,P04113,4192
201909,P04114,4537
201909,P04115,3597
201909,P04116,2362
201909,P04117,19069
201909,P04118,8331
201909,P04119,1388
201909,P04120,6596
201909,P04121,1383
201909,P04122,1931
201909,P04123,3302
201909,P04124,5230
201909,P04125,5951
201909,P04126,3740
201909,P04127,3295
201909,P04128,4629
201909,P04129,6321
201909,P04130,10019
201909,P04131,1961
201909,P04132,12355
201909,P04133,10477
201909,P04134,2627
201909,P04135,2268
201909,P04136,2582
201909,P04137,3728
201909,P04138,2253
201909,P04139,4509
201909,P04140,9143
201909,P04141,708
201909,P04142,6005
201909,P04143,1422
201909,P04144,13645
201909,P04145,3568
201909,P04146,6220
201909,P04147,962
201909,P04148,3352
201909,P04149,9695
201909,P04150,18538
201909,P04151,2687
201909,P04152,16823
201909,P04153,5233
201909,P04154,4010
201909,P04155,4233
201909,P04156,2092
201909,P04157,8687
201909,P04158,2935
201909,P04159,750
201909,P04160,1251
201909,P04161,1659
201909,P04162,3213
201909,P04163,1490
201909,P04164,11525
201909,P04165,2946
201909,P04166,1375
201909,P04167,5393
201909,P04168,2213
201909,P04169,1855
201909,P04170,463
201909,P04171,17450
201909,P04172,13656
201909,P04173,19439
201909,P04174,4584
201909,P04175,6079
201909,P04176,13400
201909,P04177,11851
201909,P04178,5501
201909,P04179,9341
201909,P04180,2229
201909,P04181,9621
201909,P04182,5915
201909,P04183,1047
201909,P04184,2095
201909,P04185,4429
201909,P04186,1278
201909,P04187,5047
201909,P04188,8244
201909,P04189,24256
201909,P04190,967
201909,P04191,13889
201909,P04192,6944
201909,P04193,3524
201909,P04194,3467
201909,P04195,10471
201909,P04196,2722
201909,P04197,1186
201909,P04198,548
201909,P04199,2528
201909,P04200,4296
201909,P04201,2222
201909,P04202,1888
201909,P04203,17061
201909,P04204,4224
201909,P04205,2865
201909,P04206,16591
201909,P04207,7402
201909,P04208,2398
201909,P04209,2798
201909,P04210,10021
201909,P04211,3035
201909,P04212,2711
201909,P04213,2231
201909,P04214,9169
201909,P04215,1135
201909,P04216,2873
201909,P04217,1893
201909,P04218,16624
201909,P04219,1731
201909,P04220,8843
201909,P04221,375
201909,P04222,178
201909,P04223,13373
201909,P04224,4568
201909,P04225,5039
201909,P04226,4808
201909,P04227,13729
201909,P04228,1684
201909,P04229,6998
